species_id;sex;hindfoot_length;weight
DM;M;37;46
DM;F;36;45
DM;M;36;48
DO;M;37;55
DM;F;35;43
DM;F;36;18
DO;M;36;46
DM;M;37;49
OT;F;21;33
DM;F;36;47
DM;F;36;43
DO;F;35;53
DM;F;36;44
DO;F;35;36
DM;M;36;42
OL;F;21;38
DM;F;37;43
PE;M;19;18
NL;F;33;195
OT;F;21;29
DO;M;34;43
OT;M;21;15
DM;M;37;44
NL;F;32;129
DO;F;36;24
DS;F;50;119
OX;M;20;18
DM;F;36;24
DM;F;36;50
DM;M;38;50
OT;M;21;21
OL;M;19;18
DO;F;37;43
RM;F;16;12
OL;F;21;36
DM;F;36;24
NL;M;32;130
NL;F;32;94
DM;M;33;23
DM;M;32;20
DS;F;48;117
DM;F;37;43
DO;M;36;49
DM;F;35;21
NL;F;31;98
DM;F;34;24
RM;M;17;9
DM;M;34;24
DM;F;37;45
RM;F;17;9
OL;M;22;39
DM;F;36;44
RM;M;16;9
DM;M;35;42
DM;F;33;25
OL;F;19;32
OL;F;19;34
DS;M;50;121
PP;M;21;19
PM;M;20;22
PP;M;22;18
PP;F;22;23
DM;M;35;33
DM;F;36;26
DO;M;36;55
NL;F;33;142
NL;M;35;224
DO;F;35;56
OL;M;21;24
DM;F;35;43
PF;M;16;7
DM;M;36;45
DM;M;35;29
DO;F;34;28
OT;M;20;19
NL;F;32;134
DM;M;36;43
DM;M;37;44
NL;M;33;125
DM;F;36;48
RM;F;18;16
DO;F;35;49
DM;M;36;49
DM;F;35;29
OL;F;19;28
OT;M;21;27
PP;M;23;20
DM;F;36;44
DM;F;32;25
DM;F;32;32
DM;F;34;29
OL;M;20;39
PE;F;19;26
DM;M;36;47
RM;F;17;10
OL;M;20;28
DM;M;35;33
DM;F;35;33
DS;F;51;115
DM;M;34;45
NL;M;32;126
DO;M;34;45
DM;F;36;43
OT;M;20;23
PE;F;21;24
NL;F;33;116
RM;M;16;8
RM;M;18;9
NL;M;34;216
DM;F;32;40
OT;M;22;24
DM;M;35;33
RM;F;18;11
OT;M;21;19
DM;M;36;34
DM;F;37;46
DM;M;35;31
OL;F;21;29
DM;M;34;38
DM;M;36;46
DM;F;36;36
DO;F;36;45
DO;M;40;51
PP;M;23;18
RM;M;12;12
DM;M;37;42
PE;M;18;20
DM;M;37;37
DM;F;35;41
DM;F;33;38
DO;M;36;57
RM;M;12;11
OL;M;22;41
DM;M;34;45
DO;F;35;57
RM;F;12;13
DO;F;37;59
OL;M;19;19
OL;M;20;26
OL;F;21;37
NL;F;32;135
NL;F;30;118
OT;M;19;17
DM;M;39;50
RM;F;13;10
NL;M;35;130
OT;M;20;24
PP;F;22;15
DM;F;35;46
DM;M;33;19
DM;F;36;50
DM;M;36;38
PP;F;22;14
DM;M;35;44
OL;F;21;34
NL;F;28;50
OL;M;21;38
DM;F;34;27
PP;M;22;10
DO;F;34;20
DM;M;37;50
DM;F;34;38
DM;M;37;35
PE;F;20;26
RM;F;18;12
OT;M;20;23
DM;M;36;49
OT;F;17;18
NL;F;34;198
DM;F;36;42
PM;F;20;13
NL;M;31;132
DM;M;33;35
OL;F;19;28
OL;F;22;38
RM;M;16;11
DM;F;36;43
DM;M;36;46
NL;F;32;105
DM;M;38;37
DM;F;34;40
NL;M;33;139
DM;M;33;47
DM;F;36;32
OT;M;22;22
DO;F;35;48
NL;M;31;123
DM;F;36;46
DM;M;36;41
OT;F;19;22
NL;F;34;118
RM;M;17;11
NL;F;32;107
DM;F;36;39
PE;M;20;22
NL;M;30;93
NL;F;33;166
DS;M;51;123
PE;F;20;25
DO;M;35;52
PP;F;22;16
PP;F;19;9
NL;F;32;140
PE;M;20;21
DM;F;33;39
PP;M;21;17
OL;M;21;28
DO;M;36;54
DS;M;53;132
NL;M;34;206
OL;F;21;40
DM;M;34;46
DM;M;35;39
DM;F;33;40
OL;F;20;30
RM;F;16;11
OL;F;20;26
PE;F;20;15
DM;F;35;32
OT;M;19;23
NL;F;32;135
PP;F;23;17
OT;M;19;23
PP;M;20;15
DM;M;34;42
NL;F;31;160
OT;M;20;23
DS;F;48;121
DM;F;34;39
DM;F;34;39
DM;F;36;43
DM;M;37;43
DM;M;36;38
OT;M;18;12
OT;F;20;21
PF;M;15;7
NL;F;33;195
PE;M;19;22
OT;F;19;20
NL;M;33;143
NL;F;31;135
RM;F;17;15
OT;M;18;12
OT;F;19;26
DM;F;35;42
DM;F;34;41
OL;F;20;39
DM;M;35;38
PP;M;22;15
DM;F;36;44
NL;M;29;109
PH;M;27;31
NL;M;31;108
DM;M;37;39
RM;M;16;11
DM;F;35;43
OT;M;19;21
RM;F;18;14
DM;F;35;37
DM;F;35;43
DM;M;33;48
DO;M;35;55
DM;M;34;45
OL;M;19;28
DM;F;35;43
NL;M;33;211
DM;M;35;51
DM;M;35;45
DM;M;34;37
NL;F;32;131
PH;M;28;29
DM;M;36;40
OL;M;21;35
NL;M;34;216
DO;F;34;54
DM;F;37;33
DO;F;34;52
DM;F;34;43
OL;F;20;35
NL;F;31;151
DM;M;34;45
DO;F;33;36
DM;F;35;49
DM;M;35;45
DM;M;35;40
NL;M;33;186
DM;M;34;37
NL;F;33;146
RM;M;17;11
DM;F;35;42
DM;M;33;29
DM;F;36;44
PF;M;16;8
DO;M;35;54
OL;F;21;28
DM;F;36;35
DM;F;36;40
OL;M;21;43
DM;M;36;45
DM;M;35;25
DM;F;34;36
DM;M;34;41
RM;F;17;16
DO;M;32;47
OT;M;20;22
DS;F;46;115
NL;M;33;147
DM;F;35;34
DM;M;35;39
DM;F;35;45
DM;F;35;41
DM;F;36;41
NL;M;31;127
DM;M;36;49
PP;M;21;17
RM;F;12;15
DM;M;35;40
DM;M;35;37
OT;F;21;23
OT;F;19;19
DM;M;35;44
DM;F;37;42
NL;M;33;140
OT;M;20;25
PE;M;19;18
DO;M;35;40
DS;F;47;90
DO;M;34;52
PP;M;22;15
DM;M;34;40
DM;F;34;39
DM;M;34;41
DM;F;35;34
NL;M;35;222
DO;M;35;40
DO;M;36;46
PH;F;26;28
DM;F;35;34
DO;F;35;65
DM;F;34;40
DM;M;36;44
DM;M;36;55
DM;F;34;28
DM;M;36;38
DM;F;33;28
RM;F;16;13
DO;M;36;47
DM;F;35;38
DO;M;33;49
DM;M;36;49
DM;F;35;45
DM;M;35;33
DM;F;33;35
DM;M;35;46
OL;M;21;40
DM;M;34;25
OL;F;20;38
DM;F;34;39
DM;M;36;35
DM;F;36;38
DM;F;34;40
NL;F;32;173
DM;F;34;22
DM;M;34;44
DM;M;34;47
DM;F;34;39
DM;M;36;40
DM;M;36;43
OL;M;19;35
DS;M;47;130
DM;F;36;37
OL;F;19;30
DM;M;35;39
DM;F;36;47
DM;M;35;48
DM;M;33;35
DO;F;33;36
DM;M;37;47
PP;M;20;12
OL;M;20;26
RM;M;16;11
DM;F;35;42
RM;F;17;12
DM;F;36;41
DM;F;37;38
DM;F;35;39
PH;F;25;25
DM;F;35;42
OL;F;20;28
DM;M;36;39
DM;M;33;35
DM;F;36;41
DM;M;37;42
DM;F;34;36
DO;M;32;44
DM;F;36;40
OT;M;20;23
DM;F;34;42
OT;F;20;25
OL;M;18;15
NL;M;32;152
DO;M;36;46
RM;F;19;20
OT;F;18;24
PF;M;15;8
PH;F;25;23
DO;F;35;52
NL;M;30;135
OT;F;20;25
DM;M;36;44
DM;M;35;47
DM;M;36;38
DM;M;35;36
DM;M;35;39
OL;F;20;30
DM;F;35;40
OL;M;21;29
DM;F;35;38
DS;F;46;98
DO;F;34;48
DM;M;36;42
DO;F;37;46
OL;F;20;30
DM;M;36;39
DM;F;37;40
DM;F;35;34
DO;F;34;26
DM;F;36;38
DS;M;52;138
DM;F;39;40
DM;F;34;33
DM;M;33;40
OL;F;19;18
DO;F;35;46
DO;F;34;43
DO;M;35;46
DM;F;35;36
DO;M;36;46
DM;M;34;22
DM;M;36;40
DM;M;36;40
DM;M;37;42
DM;M;35;33
DM;F;35;39
DO;M;34;49
OL;M;18;16
DM;F;35;35
OL;F;20;15
DM;M;35;42
OL;M;20;38
DM;F;37;30
DM;M;33;44
DM;F;36;38
NL;M;30;126
OL;F;20;36
DM;F;36;37
OL;F;20;16
DM;F;35;39
DM;M;34;42
RM;M;16;9
DM;M;34;40
OL;F;20;21
DM;M;35;48
OL;M;20;45
DO;M;35;61
DM;F;35;45
DM;M;34;46
DO;M;35;54
DM;F;35;46
DM;M;32;41
DM;F;34;45
DM;F;35;44
OL;M;21;46
DO;M;33;50
DM;M;37;49
DM;M;36;51
PH;F;25;32
DM;M;35;51
RM;M;16;17
DM;F;36;46
DM;M;35;40
RM;M;15;16
DM;M;33;47
DM;M;37;54
DO;M;34;64
DO;F;34;60
DM;F;37;46
DM;M;37;52
DO;F;34;51
RM;F;16;16
OL;M;19;34
RM;F;16;20
OT;M;21;28
DM;F;34;30
DM;F;36;33
DO;F;34;51
DM;F;35;27
DO;M;34;38
DO;M;34;42
DO;M;35;56
DM;M;34;35
DS;M;52;142
DM;F;34;32
DM;F;36;36
DM;M;37;38
DM;M;34;33
OT;F;19;21
DM;M;37;46
DM;F;37;34
OT;F;24;25
DM;F;35;33
DM;M;36;32
DO;F;35;40
DM;F;35;30
OT;M;19;19
PM;F;19;14
DO;F;36;35
DM;M;35;35
PE;M;19;20
DO;F;32;33
DM;M;37;33
PE;F;20;20
DM;M;35;44
OT;F;19;16
DM;F;34;34
DM;F;36;45
DO;M;33;45
DM;F;35;33
DM;M;36;51
DM;M;36;35
OT;M;20;21
RM;F;16;4
OT;F;20;16
DO;M;35;48
DO;F;35;40
RM;M;16;4
DO;M;34;48
DM;F;37;35
DM;M;36;45
DM;F;36;38
RM;M;16;4
DM;M;36;45
PE;M;19;12
RM;M;16;5
DM;F;35;32
DM;F;35;30
DO;M;34;41
DM;M;34;37
DM;F;37;33
OL;M;19;32
OT;M;19;20
OT;M;19;18
OL;M;20;19
PM;M;20;7
DO;M;34;30
DM;M;37;37
DO;F;36;48
DM;M;36;39
DO;F;36;44
DM;M;37;30
OL;F;20;45
DM;M;37;43
DM;M;36;39
DO;F;35;51
RM;M;16;4
DO;M;35;44
DM;M;37;35
DO;M;33;41
DM;F;36;37
DM;M;36;41
DM;F;35;35
DM;M;35;37
DM;F;35;36
PM;F;21;22
OT;M;20;23
DM;F;34;34
DM;M;35;38
OL;F;21;31
DO;M;35;43
OL;M;21;32
DO;M;35;55
DM;M;35;39
DM;F;33;27
DM;M;36;39
OT;F;20;20
OL;M;20;31
DO;F;33;34
DM;M;47;40
OT;F;20;20
DO;F;33;39
DM;M;35;36
DM;M;36;35
DO;F;33;39
RM;M;16;4
DM;F;35;34
DM;M;37;37
RM;F;16;8
OT;M;21;22
DM;F;35;36
PM;F;20;16
DM;F;37;40
PE;M;18;16
DM;F;34;33
DO;M;36;48
DM;M;36;36
DM;F;35;33
DM;M;34;37
DM;F;36;34
RM;M;16;5
DM;M;36;38
DM;F;35;30
DO;M;34;37
DM;F;33;25
DM;M;35;32
DM;F;37;33
DM;M;35;47
DM;M;37;44
DO;F;34;41
PE;F;20;20
DM;M;35;30
DO;M;35;43
DM;M;36;38
DM;M;37;39
DO;F;36;55
DO;F;35;39
DO;M;36;48
DS;F;48;106
DM;F;37;30
DM;F;35;33
OL;F;20;31
DM;F;35;36
DM;F;35;30
DO;M;36;50
DM;M;36;39
DM;M;37;35
DM;M;36;41
OL;M;20;31
DM;M;37;42
DO;M;36;48
DM;M;35;44
DO;F;35;48
DM;F;35;38
RM;F;15;4
DO;M;36;52
DM;M;35;30
DS;M;47;147
DO;M;34;44
DO;F;35;32
RM;F;16;7
DM;F;37;40
DM;M;35;37
DM;F;35;43
DM;M;35;36
DM;F;36;36
DM;F;35;31
DO;F;32;33
DM;F;34;33
DM;F;35;33
RM;M;16;5
DM;M;36;36
OL;F;19;31
DM;M;37;37
DM;M;35;38
DM;F;36;33
OL;F;20;30
PE;M;19;40
OL;M;21;45
DM;F;35;40
DO;F;35;40
RM;M;16;4
DM;F;36;39
DM;M;35;38
DO;M;34;41
DO;M;35;52
DM;M;34;43
DO;M;32;43
DM;F;33;30
OL;M;21;36
DM;M;36;49
RM;M;16;6
RM;M;16;5
DM;M;37;41
DM;M;37;42
OL;M;21;32
DM;F;36;41
DM;F;35;38
DM;F;37;33
DO;F;36;47
DM;M;34;40
DM;M;36;38
DO;F;36;53
OL;F;20;34
DO;F;33;40
DM;M;36;42
OL;M;22;35
RM;F;15;5
DO;F;33;42
DO;M;34;47
DM;M;37;45
DM;M;35;42
DO;M;37;43
DM;M;36;41
DM;M;47;39
PE;F;20;23
DO;M;34;43
DM;F;35;27
DM;F;35;37
DS;F;48;120
DM;M;34;36
DS;M;48;81
DM;M;36;39
DM;M;35;40
DM;M;37;33
DM;M;34;44
DM;F;35;36
DM;F;35;39
OL;F;19;26
NL;F;31;141
DM;F;35;36
DO;M;35;45
DM;F;36;33
DS;M;50;150
DM;F;34;35
DM;M;36;44
PE;M;18;16
RM;M;15;5
DM;F;35;39
DO;M;35;51
DM;F;35;33
DM;F;34;37
DM;M;37;41
DM;F;35;42
PM;M;20;19
DM;F;36;36
OT;M;20;19
DO;M;36;51
DM;F;35;33
DO;F;34;36
DO;M;35;46
OL;F;20;36
DO;F;32;35
DM;F;33;32
DM;M;35;33
PE;F;20;18
RM;F;17;11
DM;F;36;34
DM;M;35;44
OL;F;19;29
OT;F;19;10
DO;F;34;59
RM;F;16;7
DM;M;37;49
DM;M;36;41
DM;M;34;38
OL;M;19;33
OL;F;20;43
DM;F;36;37
DM;F;35;32
DO;M;35;50
DM;F;36;40
DM;M;34;43
DM;M;33;37
DM;F;36;43
DM;F;37;41
DM;F;35;33
PE;M;18;17
DM;M;35;46
DM;F;36;42
OL;F;20;34
OL;M;21;31
DM;M;36;50
DM;F;34;35
OL;F;20;35
OL;F;20;44
DM;M;36;47
OT;M;18;20
DM;M;36;44
PM;F;19;14
OT;M;16;17
DO;M;34;43
DM;F;33;34
DO;F;37;54
OL;M;20;38
DM;F;36;39
DM;M;36;43
DM;M;35;43
DM;F;37;38
DM;M;35;40
DO;F;34;42
DM;F;36;40
RM;M;6;16
OL;F;20;34
DM;M;36;43
DO;M;36;47
OT;M;19;22
DO;F;37;45
DM;M;35;47
OT;M;19;21
PM;F;20;21
DO;M;31;20
DO;M;36;46
RM;M;16;5
DM;M;35;45
DM;F;32;33
PE;M;20;15
DM;F;36;42
NL;F;31;153
DO;M;33;40
PE;F;20;26
DS;F;48;125
DO;M;35;48
PM;M;20;16
OL;M;19;32
DM;F;35;38
DM;M;36;49
DO;F;32;12
DM;M;36;48
DM;M;36;42
PE;M;19;18
OL;F;20;15
DS;M;49;154
DM;F;35;33
PM;M;18;11
DO;F;37;41
DO;F;36;45
DO;F;35;37
DS;M;47;96
DS;F;47;104
DM;M;36;39
OL;F;20;33
DM;F;36;43
DM;F;37;41
DM;F;39;43
DM;F;36;40
RM;F;16;5
DM;F;35;39
DM;F;37;40
DM;F;34;43
DM;F;35;42
OL;M;21;27
RM;M;16;4
DO;F;34;49
DM;M;36;40
DM;F;35;50
DO;M;33;46
DM;F;33;37
DM;F;36;39
OL;M;20;24
DO;M;35;37
DM;M;36;43
DO;M;38;37
DM;M;37;43
DM;M;35;41
OL;F;20;28
RM;F;16;9
DM;M;37;40
OL;F;21;26
DM;M;36;52
DM;M;36;47
DM;M;37;51
DO;F;47;50
DO;M;37;53
DS;M;52;145
DM;M;37;48
DO;M;33;46
DM;F;37;47
OL;F;19;30
DM;M;35;48
DM;M;37;46
DO;F;36;63
DM;F;34;47
DM;F;37;36
DM;F;35;25
DM;F;35;51
DM;F;34;35
DO;M;35;46
DM;F;36;50
DS;F;49;127
DM;M;37;52
DO;M;36;55
DM;F;36;45
DM;F;34;41
PP;M;21;14
DM;M;37;38
DM;F;35;48
DM;M;36;49
DS;M;50;128
DO;M;34;45
DM;F;37;37
DM;M;35;43
DM;M;33;39
DO;M;33;44
NL;M;30;138
DM;F;36;43
OL;F;22;39
PP;F;21;16
DM;F;37;51
DM;M;37;47
DM;M;37;43
DM;M;38;49
PM;M;20;16
PM;M;20;21
DM;F;37;48
DM;F;34;33
DO;F;34;31
PE;M;20;21
PM;M;21;24
DM;M;38;50
OL;F;21;35
DM;M;39;46
DM;M;37;46
DO;M;32;49
OT;M;19;29
DM;F;35;46
DM;F;36;50
DM;M;35;42
DS;M;48;134
OT;M;20;20
DM;F;35;43
DM;M;37;48
DM;M;36;47
DM;M;36;45
DM;M;37;47
DO;M;37;60
DM;M;37;47
OL;M;20;29
DM;F;38;51
DO;M;33;55
DM;F;36;49
DM;F;36;31
DO;F;34;59
DM;M;36;46
DO;M;36;53
DM;M;35;41
PE;M;19;15
DM;F;35;52
DO;F;35;54
OL;F;22;37
PM;F;21;27
DM;F;37;44
DM;M;36;42
DM;F;36;48
DM;F;36;47
DO;F;35;38
DM;M;36;45
DO;M;36;60
DM;M;34;39
OL;M;20;28
DM;M;35;43
OL;M;20;24
DM;M;35;39
DM;M;38;50
RM;M;17;5
DM;M;37;46
DM;M;39;50
DO;M;35;46
DM;M;38;49
OL;M;21;27
RM;F;17;6
DM;M;36;45
DM;F;38;53
DS;F;48;56
DM;F;37;46
DM;F;33;44
DM;M;38;51
DO;F;34;63
PE;M;19;19
DM;F;38;44
DS;M;51;142
DM;M;35;27
OL;F;21;32
DM;M;35;40
OL;F;19;35
DM;F;37;49
PP;M;23;21
DO;M;35;51
DO;M;36;54
DO;F;38;53
DO;F;38;50
DO;F;36;67
DM;F;37;47
DO;M;35;54
RM;F;17;12
DS;M;50;147
DO;M;36;52
DM;F;36;54
DS;F;49;133
OL;M;22;25
PP;F;20;10
DM;M;38;47
DM;M;34;21
DM;F;45;44
DM;F;37;44
DO;M;34;46
DO;F;36;53
DO;F;37;62
DM;M;34;41
NL;M;33;103
PM;F;20;19
DM;M;35;40
DM;M;37;39
OL;F;20;37
DO;F;37;44
DM;M;33;40
DM;F;37;41
DM;F;36;44
DM;M;37;29
DM;M;33;29
DM;F;35;48
DS;M;49;139
OL;M;20;25
PP;F;21;8
OL;F;19;30
DS;M;48;106
DS;F;49;135
DM;F;37;48
DO;F;36;67
DM;M;38;43
DM;M;37;42
DM;F;37;48
DO;M;37;57
PM;M;19;21
OL;M;20;33
DO;M;36;41
DO;F;34;39
DM;F;38;55
DM;M;35;44
DM;M;38;46
DM;F;36;37
DS;M;51;100
PP;F;22;12
DS;M;52;157
DM;F;36;36
DM;F;37;43
DO;F;34;43
DM;F;36;40
DS;F;50;102
DM;F;34;22
DM;M;37;46
DO;M;37;52
DM;F;36;46
DM;M;35;43
DM;M;33;43
DO;F;37;73
OT;F;20;19
DM;M;33;38
OT;M;20;20
DM;M;34;39
DO;F;34;52
RM;F;16;7
DM;F;37;52
DO;F;35;68
DM;M;38;51
DM;F;37;50
DM;M;36;47
DM;F;38;46
DO;F;34;50
DM;M;37;46
DM;M;37;46
DM;M;38;46
DM;M;36;47
OT;M;19;20
DM;F;37;53
DM;F;38;44
DM;F;36;53
DM;M;38;43
DM;F;36;43
OT;M;20;27
DO;M;37;59
DM;F;35;39
DM;F;37;47
DM;M;36;44
DO;M;34;52
DS;F;50;120
DM;M;36;40
DM;M;37;45
DM;F;35;40
DM;M;35;45
DM;F;37;43
PE;F;20;27
DM;M;35;39
DM;M;37;46
DM;M;33;17
DM;M;37;52
DM;F;36;51
DM;M;35;40
DO;F;35;60
OL;F;20;35
DM;M;34;42
NL;F;31;116
DM;M;37;44
DM;F;35;44
PE;M;19;12
OT;F;18;17
RM;M;16;6
DO;F;37;58
NL;M;32;190
OL;F;20;34
DM;F;38;40
PE;M;18;14
DO;M;33;44
PM;F;21;24
DM;M;37;43
DM;M;37;49
DM;F;35;43
DM;M;35;46
DO;M;34;51
RM;F;18;6
DM;M;36;45
DM;F;38;35
DO;M;34;45
DO;F;31;29
PP;F;20;13
OT;F;20;19
DM;M;38;46
DO;M;35;50
NL;M;31;136
DM;F;36;34
DM;M;37;44
DM;M;36;36
DM;F;24;33
DM;M;35;34
DM;M;35;33
PP;M;21;12
DO;M;34;47
DM;F;36;40
OL;M;20;29
DO;M;35;46
RM;F;14;5
DM;M;37;46
DM;F;35;39
RM;F;17;11
DS;M;49;118
DM;M;35;27
DM;M;37;33
DS;F;50;131
DS;M;47;86
DO;F;36;44
DM;F;33;17
DM;F;35;39
DS;F;52;107
PP;F;22;14
DM;M;36;48
OL;M;21;29
DM;M;37;41
DM;F;36;42
OT;M;20;22
RM;M;16;4
DS;M;52;157
DS;F;47;111
PP;F;20;17
DM;F;36;40
DS;F;50;139
DO;M;35;47
DM;F;36;43
DM;F;35;38
RM;F;18;12
DM;F;35;37
DM;F;34;40
PE;F;19;28
RM;F;11;8
NL;M;32;166
RM;M;17;10
DO;F;35;50
DM;M;36;41
DO;M;35;41
DM;F;36;29
DM;M;38;46
DM;M;35;45
DM;F;36;53
DM;M;36;51
NL;M;33;183
DM;F;35;36
RM;M;15;9
DM;M;37;42
DM;M;33;47
DM;F;34;32
DM;F;37;34
DO;F;33;40
DM;M;35;42
DO;M;35;51
DO;M;35;51
DM;F;36;46
DM;F;35;27
DM;M;35;41
DM;F;34;36
DM;M;37;48
DS;F;52;85
DM;M;37;49
DO;M;37;44
DM;F;36;43
DS;M;48;95
DM;M;36;44
PP;M;18;19
DM;M;37;39
DO;M;36;30
OL;M;21;33
DM;F;36;42
RM;F;15;6
DM;M;34;37
DS;F;50;84
DM;M;35;47
RM;F;16;12
DM;F;36;40
DS;M;50;115
OL;F;21;40
PP;F;22;19
RM;F;18;14
PP;M;22;19
DM;F;34;27
DS;F;52;128
DO;F;36;54
DS;M;52;76
DM;F;32;15
DM;F;36;40
DO;F;35;53
DS;F;54;120
DM;F;36;43
DS;F;52;123
DM;F;36;47
DM;F;37;40
RM;M;17;10
DS;F;49;69
DM;M;35;47
DO;M;35;52
DS;M;53;157
DS;F;50;126
DO;F;36;50
DM;F;33;30
DO;F;37;52
DM;F;35;40
DM;M;37;44
NL;F;29;111
NL;M;33;123
DO;M;35;45
RM;M;19;11
DM;M;37;49
DM;F;34;40
OL;F;20;56
DM;F;34;40
DM;M;34;44
PM;F;21;24
OT;F;20;24
DM;M;34;37
DO;F;35;54
DM;F;34;31
DM;M;37;50
PE;M;20;20
DM;F;34;38
DM;M;38;50
RM;M;16;12
DO;M;35;51
OT;M;20;22
DM;F;36;47
OT;M;19;20
DM;M;37;50
DO;F;33;44
DM;F;36;44
OL;F;19;40
DM;M;37;43
DM;M;36;43
DM;M;33;26
DM;F;37;34
DO;M;34;50
OL;F;20;18
DM;F;36;40
NL;F;32;177
RM;M;16;11
DM;M;35;24
DM;M;35;39
PP;F;20;14
DS;M;51;137
DO;M;38;45
DO;M;35;34
DM;F;37;38
DS;M;49;119
DM;F;37;44
PE;F;20;23
NL;M;32;125
PP;F;21;15
DM;M;37;43
DS;F;49;132
DM;M;35;45
DM;F;37;41
DM;F;34;40
DO;F;38;47
DM;F;32;17
DM;M;37;54
DS;F;53;113
DM;F;36;37
DS;F;48;106
DS;F;51;138
NL;F;30;91
DM;F;37;44
DM;F;39;40
DM;F;33;32
DM;M;38;42
DM;M;35;44
DO;M;37;46
DO;M;36;56
PP;M;20;16
NL;M;32;186
DM;F;37;46
DS;F;52;140
DS;M;54;166
DM;F;37;36
DM;M;36;40
DM;F;35;33
DM;F;34;21
DO;M;35;31
DS;F;52;94
NL;F;32;174
DM;F;35;30
NL;M;32;124
DM;F;37;42
OT;M;19;11
DM;M;37;42
DM;M;37;50
DM;F;36;44
DM;M;36;40
OT;M;21;25
DM;M;37;52
DM;F;39;38
DM;F;34;50
DM;M;37;49
RM;F;17;14
OL;F;22;28
DM;M;37;50
DM;M;38;46
DM;F;35;48
NL;M;33;181
PP;F;22;16
OL;F;19;35
DM;F;34;34
DM;F;32;25
OL;M;21;35
DO;M;36;56
DO;M;35;46
DO;M;36;55
NL;F;31;101
DM;F;36;43
DO;M;34;50
DM;M;38;48
NL;F;30;139
DM;F;35;34
DM;F;35;46
DO;F;33;52
DM;F;36;46
PP;M;22;20
DM;F;35;42
DM;M;38;46
NL;M;31;113
OT;F;21;28
DO;M;35;51
NL;F;32;165
DO;F;35;62
DM;F;35;33
NL;M;32;131
PP;F;22;14
DO;M;33;51
DM;F;37;44
DO;M;38;48
DM;M;38;44
DM;F;35;48
DM;M;38;53
DO;M;38;47
PP;F;22;18
OT;M;22;25
NL;M;32;157
DM;F;35;44
DM;F;34;24
DO;F;35;33
DM;F;38;45
DO;M;35;42
DS;F;54;129
DS;F;50;130
DS;F;51;150
DS;F;49;140
DM;M;36;49
DM;M;36;43
DM;M;37;49
DO;F;36;54
DO;F;36;50
DM;M;33;18
DO;F;36;54
DM;F;35;49
DM;F;36;42
DM;F;36;45
PP;M;25;28
DO;M;37;44
PP;F;22;15
DS;F;50;121
DM;F;35;38
DS;F;50;98
OT;M;20;29
DM;F;35;39
NL;F;31;106
DM;F;34;46
DM;M;35;47
DM;F;36;46
OT;M;20;22
DM;M;36;49
PP;M;20;17
DM;F;35;41
DM;M;35;46
OL;M;21;32
DM;F;34;39
DM;M;37;50
DM;F;36;44
PP;F;21;16
DM;M;38;56
PP;F;22;17
OL;F;20;38
DO;M;35;57
DM;M;38;54
NL;M;31;155
DM;M;36;46
DM;F;34;40
DM;M;37;50
DM;F;33;41
OT;M;21;24
DO;M;35;51
DM;F;34;36
DM;F;33;20
OT;F;22;26
DM;F;37;38
DM;F;35;43
DM;M;37;48
PP;M;23;17
DM;F;35;40
DM;M;32;22
DM;M;38;53
PH;M;26;30
DM;F;38;44
NL;F;30;162
DO;M;36;59
DM;M;34;38
DM;M;34;34
DO;M;35;54
DM;M;36;46
OL;M;20;34
PP;M;21;20
DM;M;35;48
DS;F;48;126
RM;M;16;11
NL;F;33;168
PE;M;19;22
DM;F;38;46
DM;M;38;53
DO;F;33;44
DO;M;34;49
DM;F;37;46
DM;F;33;36
OL;M;22;37
DS;M;50;136
PE;M;19;18
PP;M;23;16
PP;M;22;15
OT;F;19;28
DO;F;33;37
DS;F;48;130
DM;M;36;40
OT;M;19;24
DM;M;36;39
DO;F;36;50
DM;M;36;43
PE;F;19;28
DM;F;36;42
DM;F;37;59
DS;F;53;135
DM;F;33;41
DM;F;36;48
DM;M;37;53
DM;M;36;48
DM;M;37;46
PE;F;20;38
DO;F;38;54
DM;M;34;42
DM;F;37;43
DM;M;37;52
DO;M;36;47
DM;M;38;52
DM;M;36;52
DS;F;51;117
RM;F;12;10
DM;F;35;43
DM;M;35;49
OT;M;21;25
OL;M;21;28
DO;M;37;40
DM;M;37;50
OT;M;21;22
PP;F;22;16
DM;F;37;44
DS;M;53;152
DM;M;37;46
DM;F;34;40
DM;F;34;50
PE;M;20;20
OL;M;19;36
OT;M;21;23
DM;M;37;49
DO;F;34;49
PE;M;20;19
PE;F;21;24
DM;M;37;51
DM;M;38;46
NL;M;32;178
DO;M;35;50
PP;M;21;9
DM;M;34;42
DM;F;38;44
PP;F;21;15
DM;F;37;40
DM;F;37;36
OL;M;20;29
OL;F;20;42
DO;M;37;39
PM;M;21;21
RM;F;17;13
DM;F;39;40
OT;M;19;22
DM;F;37;40
OT;F;21;26
DM;F;35;40
NL;F;31;119
DO;M;35;55
DM;F;33;23
DM;M;38;48
DM;M;37;42
DM;M;37;46
OT;F;21;23
DM;F;37;42
OL;M;22;37
DM;F;37;37
DO;M;35;50
OL;M;21;28
OL;M;20;20
DM;M;36;47
RM;M;17;11
DM;F;34;41
DM;M;36;39
DM;M;37;49
DS;F;50;122
NL;F;32;162
PE;M;19;18
DS;F;48;102
DO;F;35;45
DM;M;38;39
RM;F;16;13
DM;M;37;57
DM;M;35;36
DO;M;36;48
